읍면동,-1,위도,경도
정왕2동,28.27,37.351062,126.728888
정왕3동,24.27,37.357631,126.72643
정왕4동,21.14,37.365648,126.732063
배곧동,27.57,37.380063,126.802797
과림동,36.52,37.442101,126.831744
연성동,31.28,37.381629,126.803528
장곡동,31,37.382649,126.783345
능곡동,-1,37.368821,126.811183
군포1동,22.77,37.353633,126.945584
군포2동,26.55,37.346278,126.943317
산본1동,23.75,37.373349,126.938556
산본2동,25.81,37.370007,126.93271
금정동,23.58,37.36071,126.939908
재궁동,22.25,37.358468,126.939037
오금동,-1,37.351029,126.929525
수리동,24.19,37.356025,126.921011
궁내동,20.96,37.359654,126.921794
대야동,-1,37.330238,126.915298
광정동,20.48,37.362089,126.927934
고천동,27.53,37.345427,126.969422
부곡동,-1,37.318636,126.95678
오전동,24.1,37.359167,126.983774
내손1동,21.49,37.378254,126.975692
내손2동,23.53,37.38763,126.981493
청계동,40.35,37.401286,127.020545
천현동,39.96,37.528135,127.214392
신장1동,-1,37.538789,127.209584
신장2동,-1,37.541738,127.214012
덕풍1동,25.27,37.533557,127.200577
덕풍2동,18.52,37.542397,127.198151
덕풍3동,25.36,37.543897,127.206735
풍산동,-1,37.550388,127.190042
감북동,-1,37.522207,127.15703
위례동,-1,37.479837,127.155437
춘궁동,38.42,37.522872,127.188925
초이동,31.3,37.536099,127.166842
미사1동,24.4,37.539257,127.214853
미사2동,24.89,37.539257,127.214853
포곡읍,33.37,37.290497,127.217546
모현읍,34.08,37.326446,127.218155
이동읍,38.12,37.164697,127.211144
남사면,-1,37.132647,127.156632
원삼면,38.64,37.163233,127.313315
백암면,39.52,37.143757,127.379791
양지면,36.55,37.241935,127.288628
중앙동,-1,37.234244,127.205686
역삼동,27.6,37.23393,127.187286
유림동,32.05,37.252486,127.211695
동부동,24.54,37.23273,127.219293
신갈동,32.3,37.283085,127.101379
영덕동,-1,37.272983,127.082511
구갈동,23.55,37.27748,127.122961
상갈동,-1,37.265514,127.110867
기흥동,30.85,37.242943,127.102701
서농동,26.29,37.246844,127.073383
구성동,32.17,37.296851,127.119014
마북동,24.54,37.306691,127.127495
동백동,-1,37.285545,127.162744
상하동,34.31,37.261609,127.14346
보정동,28.9,37.309359,127.107113
풍덕천1동,19.93,37.327982,127.094943
풍덕천2동,20.28,37.319484,127.088964
신봉동,25.25,37.332349,127.057619
죽전1동,22.74,37.331109,127.113931
죽전2동,25.15,37.325918,127.106714
동천동,-1,37.341275,127.076546
상현1동,28.03,37.304564,127.08109
상현2동,20.66,37.309583,127.085722
성복동,26.02,37.319316,127.060546
문산읍,48.66,37.874165,126.780387
파주읍,37.89,37.828603,126.814897
법원읍,40.72,37.867114,126.89295
조리읍,33.63,37.75084,126.823083
월롱면,35.64,37.796855,126.789459
탄현면,37.14,37.805078,126.710188
광탄면,36.21,37.776678,126.882995
파평면,46.09,37.914314,126.851302
적성면,50.43,37.958285,126.931001
군내면,49.98,37.932562,126.728154
장단출장소,-1,37.760141,126.779958
장단면,-1,37.873336,126.706907
진동면,39.16,37.942565,126.79862
진서면,44.69,37.955396,126.711899
금촌1동,22.7,37.766346,126.776212
금촌2동,21.38,37.75158,126.777205
금촌3동,31.55,37.771363,126.777775
교하동,32.67,37.750432,126.752793
운정1동,29.76,37.725825,126.758684
운정2동,24.72,37.72904,126.746606
운정3동,27.32,37.71199,126.745442
장호원읍,38.34,37.134708,127.596404
부발읍,38.36,37.273133,127.506993
신둔면,41.46,37.313656,127.410405
백사면,40.18,37.325545,127.482538
호법면,43.51,37.2152,127.41196
마장면,37.53,37.249663,127.370808
대월면,35.26,37.212945,127.497696
모가면,41.69,37.170727,127.456728
설성면,44.04,37.139545,127.523102
율면,44.32,37.075658,127.546918
창전동,19.98,37.283484,127.445228
증포동,26.39,37.293251,127.454777
중리동,-1,37.275128,127.440891
관고동,28.26,37.279966,127.425632
공도읍,30.81,36.994714,127.173594
보개면,40.68,37.056056,127.313776
금광면,47.82,36.981641,127.344267
서운면,40.9,36.93671,127.267227
미양면,39.31,36.969666,127.223482
대덕면,55.95,37.034736,127.238511
양성면,40.43,37.081879,127.219966
원곡면,43.99,37.055957,127.147104
일죽면,46.36,37.09833,127.468743
죽산면,53.54,37.048675,127.421814
삼죽면,43.22,37.067875,127.366567
고삼면,44.77,37.092336,127.27149
안성1동,34.39,37.005673,127.27424
안성2동,29.49,37.000601,127.270119
안성3동,29.44,37.014203,127.257752
통진읍,30.91,37.695995,126.599599
고촌읍,39,37.606513,126.762845
양촌읍,32.25,37.645414,126.62882
대곶면,32.85,37.646719,126.571709
월곶면,33.85,37.736397,126.554286
하성면,35.38,37.736667,126.641297
김포본동,31.91,37.631658,126.707176
장기본동,24.74,37.648669,126.662744
사우동,23.43,37.619078,126.726083
풍무동,21.83,37.606153,126.722317
장기동,-1,37.644328,126.671671
구래동,-1,37.643805,126.629088
운양동,31.7,37.657163,126.685801
봉담읍,31.71,37.203917,126.939222
우정읍,39.93,37.080269,126.786991
향남읍,34.33,37.11459,126.927023
남양읍,35.26,37.209802,126.996269
매송면,46.82,37.263642,126.906682
비봉면,47.87,37.231884,126.871677
마도면,34.7,37.192014,126.762747
송산면,45.91,37.23016,126.719077
서신면,38.1,37.164258,126.695252
팔탄면,37.81,37.153723,126.88207
장안면,45.98,37.073825,126.840994
양감면,37.77,37.088336,126.959922
정남면,38.49,37.161823,126.986129
새솔동,28.34,37.274893,126.828222
진안동,26.37,37.215286,127.033749
병점1동,25.9,37.206917,127.037269
병점2동,20.78,37.211604,127.043068
반월동,-1,37.226802,127.060624
기배동,28.95,37.224009,126.984283
화산동,31.52,37.205484,127.014295
동탄1동,23.34,37.206464,127.07195
동탄2동,21.1,37.196905,127.072236
동탄3동,21.37,37.209928,127.058817
동탄4동,22.74,37.19979,127.112393
동탄5동,32.3,37.209912,127.127337
동탄6동,-1,37.17337,127.114819
오포읍,29.31,37.361719,127.212111
초월읍,38.08,37.396867,127.311132
곤지암읍,38.33,37.363948,127.382466
도척면,44.87,37.308099,127.315474
퇴촌면,39.71,37.454133,127.340051
남종면,41.64,37.502861,127.320678
남한산성면,49.81,37.459513,127.234123
경안동,-1,37.410236,127.252733
송정동,-1,37.425111,127.262618
광남동,-1,37.389057,127.229838
백석읍,31.76,37.788907,126.977622
은현면,37.08,37.869246,127.023953
남면,39.97,37.896036,126.97978
광적면,38.78,37.830047,126.952984
장흥면,41.14,37.717343,126.963464
양주1동,37.24,37.773254,127.043798
양주2동,32.2,37.796827,127.080295
회천1동,32.1,37.844135,127.066108
회천2동,25.88,37.822472,127.047741
회천3동,26.82,37.837778,127.06888
회천4동,34.61,37.8329,127.090367
소흘읍,36.25,37.794298,127.149043
군내면,-1,37.877339,127.229556
내촌면,53.58,37.79762,127.235358
가산면,46.18,37.833901,127.20105
신북면,45.6,37.944896,127.171213
창수면,49.75,38.022899,127.176987
영중면,45.54,38.002668,127.251942
일동면,48.68,37.964282,127.324291
이동면,43.24,38.051807,127.385482
영북면,41.62,38.073836,127.285102
관인면,45.7,38.129136,127.225172
화현면,41.19,37.898045,127.285271
포천동,26.49,37.898163,127.200106
선단동,34.56,37.862459,127.157783
가남읍,43.08,37.209184,127.580168
점동면,44.73,37.191141,127.683927
흥천면,50.01,37.345383,127.533395
금사면,49.16,37.396518,127.497648
능서면,47.71,37.294115,127.577835
대신면,50.25,37.377597,127.60248
북내면,48.16,37.356275,127.689139
강천면,48.63,37.288478,127.726445
산북면,45.72,37.409262,127.442042
여흥동,38.79,37.294977,127.639843
중앙동,-1,37.294932,127.63982
오학동,32.38,37.313358,127.651251
연천읍,40.98,38.100272,127.114677
전곡읍,35.85,37.994412,127.037155
군남면,47.78,38.074901,127.03789
청산면,48.05,38.010791,127.102066
백학면,44.37,38.028813,126.904645
미산면,50.26,38.036321,126.976949
왕징면,41.58,38.096531,126.943173
신서면,44.54,38.191946,127.112381
중면,51.46,38.166228,127.007168
장남면,41.78,37.994031,126.851278
가평읍,32.91,37.828819,127.487518
설악면,43.78,37.653329,127.49913
청평면,38.68,37.729763,127.429312
상면,40.36,37.790761,127.337773
조종면,39.2,37.867111,127.371744
북면,38.45,37.94452,127.494111
양평읍,34.58,37.493552,127.514053
강상면,46.05,37.461066,127.467679
강하면,42.93,37.468091,127.411749
양서면,38.99,37.541277,127.380248
옥천면,50.38,37.55178,127.486501
서종면,41.2,37.609324,127.406323
단월면,49.39,37.582619,127.635846
청운면,48.94,37.548212,127.752196
양동면,47.21,37.442818,127.742203
지평면,41.96,37.448685,127.651415
용문면,44.92,37.519775,127.588095
개군면,40.21,37.439898,127.549489
신북읍,49.25,37.96009,127.753618
동면,39.3,37.88911,127.844649
동산면,55.08,37.772923,127.782403
신동면,42.25,37.809113,127.705524
남면,-1,37.738423,127.597869
서면,43.33,37.898179,127.643519
사북면,48.67,38.010445,127.643648
북산면,43.35,37.96935,127.909264
동내면,33.74,37.837062,127.784339
남산면,41.58,37.779255,127.621352
교동,34.65,37.882242,127.736598
조운동,21.5,37.879443,127.730299
약사명동,20.27,37.876574,127.724773
근화동,32.02,37.884731,127.714648
소양동,23.03,37.882241,127.724707
후평1동,25.61,37.885982,127.745509
후평2동,24.41,37.877487,127.750415
후평3동,22.07,37.87653,127.75384
효자1동,20.72,37.872174,127.727438
효자2동,24.33,37.872294,127.736497
효자3동,21.93,37.876341,127.741336
석사동,23.1,37.858404,127.750809
퇴계동,23.93,37.853956,127.731517
강남동,41.47,37.865256,127.720247
신사우동,29.31,37.905882,127.72786
문막읍,39.59,37.291418,127.816404
소초면,49.1,37.40691,128.017427
호저면,46.28,37.428873,127.910937
지정면,49.73,37.381075,127.832807
부론면,51.12,37.205369,127.788876
귀래면,48.58,37.195693,127.88073
흥업면,43.01,37.285865,127.896726
판부면,45.27,37.281251,127.989622
신림면,48.21,37.249457,128.107085
중앙동,-1,37.34978,127.950547
원인동,25.54,37.34566,127.946803
개운동,22.04,37.338284,127.956141
명륜1동,21.76,37.341229,127.95325
명륜2동,21.77,37.331601,127.943913
단구동,24.48,37.32383,127.955224
일산동,-1,37.348217,127.943099
학성동,-1,37.360879,127.945054
단계동,22.81,37.351111,127.928287
우산동,-1,37.372831,127.934194
태장1동,32.35,37.355233,127.955206
태장2동,33.38,37.382463,127.95205
봉산동,34.95,37.356141,127.9782
행구동,33.27,37.342671,128.00897
무실동,25.4,37.327299,127.920603
반곡관설동,28.87,37.318572,127.971384
주문진읍,37.64,37.886673,128.762214
성산면,47.54,37.731526,128.803141
왕산면,53.39,37.603046,128.798054
구정면,50.87,37.698503,128.885032
강동면,45.28,37.679231,128.96857
옥계면,46.56,37.592302,128.981404
사천면,44.71,37.799863,128.806469
연곡면,45.83,37.828094,128.694442
홍제동,30.12,37.751216,128.87127
중앙동,-1,37.75466,128.895006
옥천동,21.48,37.758556,128.901578
교1동,22.54,37.765563,128.874469
교2동,28.12,37.767943,128.892396
포남1동,24.1,37.767912,128.90815
포남2동,24.62,37.772819,128.913375
초당동,26.54,37.790754,128.911506
송정동,-1,37.777218,128.92696
내곡동,-1,37.737389,128.881705
강남동,-1,37.744236,128.905557
성덕동,29.73,37.763491,128.913703
경포동,36.86,37.783827,128.880508
천곡동,27.16,37.520573,129.098713
송정동,-1,37.494346,129.126227
북삼동,39.81,37.489404,129.107608
부곡동,-1,37.536318,129.08066
동호동,32.04,37.545779,129.100249
발한동,31.61,37.551348,129.095317
묵호동,31.64,37.558667,129.114269
북평동,37.6,37.482543,129.120453
망상동,44.18,37.589798,129.08227
삼화동,45.89,37.459219,129.008994
황지동,25.78,37.171271,128.966912
황연동,38.27,37.178713,128.986692
삼수동,48.5,37.18048,128.977931
상장동,34.04,37.153351,128.99064
문곡소도동,42.31,37.131468,128.960486
장성동,32.06,37.10334,129.012905
구문소동,43.84,37.100143,129.022144
철암동,35.31,37.125179,129.058762
영랑동,24.28,38.21577,128.592809
동명동,-1,38.211343,128.591632
금호동,37.64,38.210052,128.579449
교동,-1,38.201899,128.573892
노학동,31.5,38.1906,128.529876
조양동,25.86,38.184787,128.581657
청호동,24.41,38.196471,128.59642
대포동,37.12,38.174191,128.599651
도계읍,43.51,37.23065,129.072011
원덕읍,44.43,37.182507,129.277161
원덕읍임원출장소,-1,37.182507,129.277161
근덕면,44.01,37.31831,129.236946
하장면,49.63,37.355225,128.92906
노곡면,50.41,37.293622,129.159375
미로면,48.88,37.405044,129.0669
가곡면,48.19,37.124021,129.168576
신기면,44.69,37.330251,129.05941
남양동,39.21,37.433242,129.163853
교동,-1,37.454554,129.174525
정라동,29.39,37.436055,129.184575
성내동,42.71,37.442017,129.161254
홍천읍,34.73,37.664273,127.874011
화촌면,53.18,37.768662,127.982324
두촌면,49.93,37.871161,128.031914
내촌면,-1,37.811968,128.112549
서석면,52.34,37.713816,128.211521
동면,-1,37.663457,127.992992
남면,-1,37.614425,127.785561
서면,-1,37.667236,127.635048
북방면,48.08,37.731897,127.812928
내면,51.12,37.794735,128.408312
횡성읍,40.09,37.49064,127.995858
우천면,48.23,37.474491,128.095138
안흥면,47.98,37.423594,128.182444
둔내면,48.25,37.523557,128.235035
갑천면,49.9,37.56882,128.090141
청일면,52.54,37.607204,128.172449
공근면,55.09,37.569766,127.960013
서원면,53.07,37.4912,127.847648
강림면,49.03,37.349652,128.107058
영월읍,41.96,37.201996,128.510833
상동읍,46.86,37.116676,128.81951
중동면,53.46,37.170332,128.693253
김삿갓면,49.98,37.103379,128.63531
북면,-1,37.272196,128.432986
남면,-1,37.165609,128.384241
한반도면,44.75,37.22587,128.342277
한반도면쌍용출장,-1,37.22587,128.342277
주천면,51.33,37.280923,128.282488
무릉도원면,44.79,37.333798,128.220099
평창읍,46.59,37.37167,128.391387
미탄면,45.02,37.339788,128.518321
방림면,56.93,37.4522,128.326397
방림면계촌출장소,-1,37.4522,128.326397
대화면,46.22,37.498065,128.447338
봉평면,46.98,37.612281,128.346714
용평면,55.26,37.631052,128.452473
진부면,47.28,37.632594,128.563119
대관령면,43.88,37.687889,128.675275
정선읍,39.24,37.38041,128.622824
고한읍,39.55,37.192173,128.871
사북읍,38.88,37.233624,128.822983
신동읍,35.11,37.237847,128.647989
신동읍함백출장소,-1,37.237847,128.647989
남면,-1,37.28024,128.729184
북평면,50.89,37.478645,128.634798
임계면,47.74,37.473418,128.873473
화암면,45.42,37.329317,128.807811
여량면,45.37,37.49183,128.729562
철원읍,44.89,38.263118,127.173815
김화읍,48.58,38.268725,127.410183
갈말읍,41.33,38.192364,127.328833
동송읍,42.61,38.23979,127.248422
서면,-1,38.177784,127.421452
서면와수출장소,-1,38.146758,127.313358
근남면,43.57,38.220952,127.502607
근북면,-1,38.313323,127.401509
근동면,-1,38.303669,127.540197
원동면,41.15,38.292278,127.726755
원남면,44.93,38.300946,127.625722
임남면,-1,38.291301,127.835622
화천읍,45.7,38.185486,127.782528
간동면,46.28,38.063643,127.818252
하남면,47.99,38.081619,127.654052
상서면,45.41,38.194537,127.615878
사내면,46.91,38.073378,127.508247
양구읍,43.21,38.114212,127.952853
남면,-1,38.08327,128.049937
동면,-1,38.229074,128.055531
방산면,47.09,38.238049,127.930441
해안면,53.56,38.284258,128.125733
인제읍,44.4,38.065981,128.24819
인제읍귀둔출장소,-1,38.065981,128.24819
남면,-1,37.975031,128.106673
북면,-1,38.166163,128.31521
기린면,51.9,37.964281,128.389208
서화면,45.45,38.269948,128.228906
상남면,51.44,37.883928,128.266779
간성읍,42.14,38.332836,128.391823
거진읍,41.1,38.430703,128.40834
현내면,42.64,38.518561,128.38175
죽왕면,36.84,38.323453,128.488961
토성면,38.13,38.249577,128.492681
수동면,-1,38.401677,128.310677
양양읍,37.8,38.091603,128.600663
서면,-1,38.010903,128.525061
손양면,47.66,38.047279,128.65221
현북면,41.92,37.950231,128.646037
현남면,45.18,37.93893,128.738351
강현면,40.05,38.129281,128.560617
낭성면,48.05,36.629991,127.597139
미원면,49.38,36.653188,127.676901
가덕면,42.14,36.562033,127.562045
남일면,47.46,36.57504,127.520574
문의면,46.04,36.479241,127.441897
중앙동,-1,36.639773,127.487866
성안동,-1,36.629549,127.489018
탑대성동,23.1,36.633187,127.49671
영운동,20.82,36.619143,127.500133
금천동,19.75,36.626403,127.505844
용담.명암.산성동,29.07,36.63519,127.503652
용암1동,25.52,36.608901,127.501361
용암2동,29.26,36.607108,127.507901
남이면,47.11,36.573509,127.394114
현도면,45.16,36.495497,127.402401
사직1동,26.71,36.640436,127.476612
사직2동,23.8,36.631215,127.474203
사창동,26.06,36.634345,127.462664
모충동,24.76,36.625046,127.481333
산남동,24.84,36.633243,127.440632
분평동,28.34,36.6069,127.488519
수곡1동,22.93,36.616976,127.484573
수곡2동,23.78,36.619043,127.474811
성화.개신.죽림동,23.08,36.612704,127.452015
오송읍,36.41,36.625419,127.282136
강내면,37.1,36.603971,127.328789
옥산면,52.88,36.680804,127.324967
운천.신봉동,26.27,36.647961,127.476661
복대1동,20.35,36.635521,127.432587
복대2동,21.52,36.62612,127.443759
가경동,22.11,36.620281,127.434219
봉명1동,31.44,36.640206,127.459269
봉명2.송정동,23.82,36.644741,127.457817
강서제1동,-1,36.641489,127.431134
강서제2동,-1,36.641489,127.431134
내수읍,38.6,36.702909,127.547302
오창읍,37.94,36.7337,127.421834
북이면,53.69,33.008827,127.531269
우암동,-1,36.650806,127.48219
내덕1동,26.4,36.65873,127.480671
내덕2동,22.89,36.656498,127.496032
율량.사천동,24.07,36.666495,127.498697
오근장동,39.8,36.692257,127.483132
주덕읍,40.77,36.986264,127.783327
살미면,50.2,36.912728,127.99571
수안보면,43.54,36.844227,128.026313
대소원면,41.98,36.949287,127.852484
신니면,52.76,36.998833,127.710341
노은면,57.13,37.052128,127.750467
앙성면,50.19,37.122237,127.754806
중앙탑면,49.83,37.037221,127.851156
금가면,49.44,37.031501,127.895442
동량면,43.42,37.015153,128.020663
산척면,53.7,37.083741,128.004789
엄정면,48.04,37.118322,127.925334
소태면,49.91,37.122355,127.853769
성내.충인동,22.96,36.973457,127.933877
교현.안림동,29.7,32.522023,123.74176
교현2동,24.11,36.981538,127.928995
용산동,23.36,36.960946,127.945443
지현동,22.59,36.962967,127.932056
문화동,-1,36.969234,127.923166
호암.직동,29.72,36.955977,127.938676
달천동,43.11,36.961225,127.902781
봉방동,29.04,36.975835,127.904537
칠금.금릉동,24.46,36.982091,127.919289
연수동,22.13,36.990513,127.944602
목행.용탄동,33.9,37.011548,127.917045
봉양읍,48.33,37.148423,128.115509
금성면,44.58,37.063412,128.184367
청풍면,56.07,37.009326,128.144581
수산면,44.98,36.948781,128.208533
덕산면,41.93,36.875522,128.164722
한수면,45.26,36.902999,128.087321
백운면,48.43,37.18056,127.995774
송학면,44.15,37.202214,128.244354
교동,-1,37.140022,128.219143
의림지동,33.21,37.174951,128.213602
중앙동,-1,37.139338,128.208628
남현동,-1,37.134764,128.217
영서동,33.67,37.132835,128.201879
용두동,-1,37.142344,128.200576
신백동,38.63,37.132994,128.228284
청전동,21.16,37.150376,128.209255
화산동,-1,37.129193,128.213034
보은읍,43.78,36.499159,127.72313
속리산면,49.07,36.524636,127.833943
장안면,-1,36.477359,127.800074
마로면,53.17,36.41715,127.83793
탄부면,56.36,36.437089,127.778439
삼승면,47.95,36.417363,127.734962
수한면,56.4,36.459564,127.668501
회남면,52.25,36.433552,127.57401
회인면,57.76,36.500297,127.602557
내북면,54.55,36.55393,127.658157
산외면,48.3,36.571518,127.747173
옥천읍,35.18,36.301508,127.583737
동이면,48.94,36.295201,127.645951
안남면,54.57,36.354783,127.681135
안내면,48.34,36.399523,127.649403
청성면,51.29,36.32471,127.733182
청산면,-1,36.345306,127.81553
이원면,52.37,36.22806,127.632126
군서면,50.09,36.272316,127.525715
군북면,45.98,36.356715,127.559978
영동읍,41.33,36.177499,127.810632
용산면,54.6,36.262922,127.804806
황간면,53.39,36.236017,127.896789
추풍령면,53.49,36.228905,127.997672
매곡면,51.82,36.166527,127.953035
상촌면,49.2,36.099957,127.895124
양강면,52.23,36.12291,127.76115
용화면,43.4,36.047321,127.776706
학산면,57.55,36.087219,127.686805
양산면,48.7,36.147058,127.642673
심천면,50.09,36.215412,127.709485
증평읍,33.45,36.766861,127.60393
도안면,40,36.827626,127.606027
진천읍,37.24,36.847832,127.414079
덕산면,-1,36.898,127.507453
초평면,52.56,36.829159,127.531706
문백면,45.57,36.799931,127.450998
백곡면,47.03,36.899755,127.351139
이월면,43.09,36.919117,127.433086
광혜원면,38.92,36.976646,127.423663
괴산읍,37.96,36.827128,127.805132
감물면,49.96,36.838855,127.882811
장연면,59.76,36.835236,127.934478
연풍면,52.8,36.766862,128.003055
칠성면,47.83,36.753296,127.882617
문광면,56.93,36.771838,127.773648
청천면,53.22,36.673553,127.815488
청안면,45.8,36.74918,127.682176
사리면,49.83,36.815578,127.681454
소수면,52.6,36.849287,127.726975
불정면,47.52,36.893177,127.823656
음성읍,39,36.941694,127.654401
금왕읍,40.57,36.988246,127.573566
소이면,44.81,36.912613,127.751944
원남면,-1,36.881431,127.64774
맹동면,37.91,36.918827,127.55815
대소면,39.03,36.961114,127.491483
삼성면,39.36,37.019194,127.493771
생극면,44.44,37.03586,127.612215
감곡면,51.74,37.096779,127.662641
단양읍,37.08,36.960927,128.391172
매포읍,39.3,37.046185,128.301705
대강면,55.69,36.868315,128.379842
가곡면,-1,37.014623,128.43143
영춘면,44.24,37.068305,128.500084
어상천면,46.06,37.097274,128.346693
적성면,-1,36.995054,128.275821
단성면,46.85,36.89773,128.29009
목천읍,40.36,36.788453,127.212553
풍세면,42.64,36.73769,127.122322
광덕면,47.09,36.676638,127.092652
북면,-1,36.83507,127.271807
성남면,43.26,36.73216,127.23655
수신면,41.17,36.725211,127.285798
병천면,40.6,36.795383,127.312925
동면,-1,36.781067,127.367142
중앙동,-1,36.800143,127.152538
문성동,21.92,36.811061,127.150646
원성1동,28.15,36.81212,127.164028
원성2동,21.5,36.801401,127.160827
봉명동,21.03,36.809932,127.134128
일봉동,24.48,36.80095,127.141939
신방동,25.46,36.777791,127.127152
청룡동,-1,36.795578,127.158146
신안동,-1,36.818437,127.157615
성환읍,36.74,36.932113,127.128314
성거읍,35.15,36.873848,127.195144
직산읍,33.26,36.885332,127.137866
입장면,40.82,36.910502,127.225709
성정1동,22.64,36.815052,127.142947
성정2동,21.38,36.823672,127.137381
쌍용1동,24.3,36.804039,127.130496
쌍용2동,20.46,36.796272,127.123178
쌍용3동,18.67,36.802956,127.119146
백석동,25.35,36.827408,127.116085
불당동,23.5,36.808654,127.106282
부성1동,25.69,36.84273,127.152225
부성2동,23.98,36.837292,127.137934
유구읍,48.62,36.596512,126.968372
이인면,56.39,36.374721,127.069625
탄천면,50.92,36.326204,127.029416
계룡면,45.58,36.368364,127.157824
반포면,42.36,36.384003,127.238708
의당면,53.02,36.544229,127.159371
정안면,53.53,36.599349,127.098129
우성면,57.11,36.474711,127.058198
사곡면,49.18,36.538861,127.033678
신풍면,50.18,36.506062,126.945863
중학동,23.26,36.447271,127.124645
웅진동,28.83,36.457521,127.10813
금학동,47.32,36.432252,127.124033
옥룡동,40.75,36.452069,127.135044
신관동,34.17,36.470166,127.136461
월송동,38.77,36.466236,127.156476
웅천읍,44.32,36.242946,126.589147
주포면,51.61,36.410464,126.579813
오천면,42.04,36.384686,126.444133
오천면어항출장소,-1,36.384686,126.444133
오천면원산도출장,-1,36.384686,126.444133
천북면,44.14,36.484118,126.527929
청소면,55.56,36.45096,126.606348
청라면,47.21,36.403403,126.659639
남포면,50.19,36.296534,126.57872
주산면,46.7,36.203052,126.621754
미산면,-1,36.243065,126.682563
성주면,36.6,36.329437,126.66074
주교면,45.33,36.381075,126.555617
대천1동,23.98,36.351885,126.597076
대천2동,31.02,36.353232,126.589766
대천3동,26.78,36.354679,126.605571
대천4동,31.79,36.34052,126.600867
대천5동,35.41,36.3172,126.515128
염치읍,42.72,36.82176,126.982215
배방읍,32.16,36.754095,127.068357
송악면,-1,36.703504,126.994174
탕정면,37.14,36.809157,127.068452
음봉면,37.6,36.858061,127.047785
둔포면,37.07,36.910915,127.039072
영인면,41.72,36.88513,126.962584
인주면,42.62,36.859881,126.885053
선장면,39.7,36.793145,126.869136
도고면,38.9,36.7408,126.904044
신창면,40.39,36.790769,126.933819
온양1동,24.4,36.787194,126.999478
온양2동,20.84,36.778414,127.003379
온양3동,23.31,36.783503,127.012858
온양4동,28.39,36.788478,126.984022
온양5동,33.7,36.775216,126.996027
온양6동,33.2,36.760953,127.015723
대산읍,40.25,36.965514,126.420713
인지면,48.04,36.748634,126.417511
부석면,39.22,36.680412,126.39602
팔봉면,49.76,36.817959,126.367163
지곡면,53.27,36.87596,126.429917
성연면,39.81,36.834063,126.460491
음암면,47.89,36.796304,126.516194
운산면,50.42,36.778096,126.592853
해미면,48.27,36.713857,126.539898
고북면,49.92,36.666397,126.511701
부춘동,26.82,36.786153,126.448119
동문1동,31.94,36.789802,126.459125
동문2동,20.93,36.780835,126.459787
수석동,28.37,36.76736,126.489715
석남동,-1,36.76174,126.45971
강경읍,30.17,36.152662,127.018313
연무읍,46.76,36.110012,127.10309
성동면,45.58,36.199521,127.027647
광석면,51.21,36.24186,127.083306
노성면,49.45,36.288159,127.106265
상월면,47.35,36.292047,127.164211
부적면,43.59,36.2061,127.144353
연산면,45.3,36.229586,127.199004
벌곡면,46.12,36.188603,127.286977
양촌면,49,36.138562,127.233864
가야곡면,50.2,36.140489,127.168788
은진면,41.16,36.163808,127.111558
채운면,53.24,36.160911,127.054497
취암동,25.5,36.198256,127.095023
부창동,31.76,36.197282,127.074786
두마면,35.65,36.252862,127.260056
엄사면,29.01,36.276796,127.221329
신도안면,34.83,36.321037,127.229409
금암동,27.75,36.272126,127.252027
합덕읍,41.04,36.79309,126.774369
송악읍,44.47,36.926085,126.73892
고대면,52.78,36.942712,126.577202
석문면,49.19,37.006865,126.542683
대호지면,51.36,36.91422,126.514642
정미면,48.03,36.859247,126.565474
면천면,45.77,36.814892,126.660265
순성면,49.9,36.844925,126.708221
우강면,52.36,36.829603,126.807954
신평면,55.47,36.883934,126.785954
송산면,-1,36.955107,126.675755
당진1동,23.72,36.893217,126.627125
당진2동,38.83,36.889907,126.626108
당진3동,30.81,36.907945,126.644793
금산읍,31.58,36.095856,127.471906
금성면,-1,36.136234,127.465958
제원면,46.72,36.129101,127.565385
부리면,53.85,36.059318,127.578867
군북면,-1,36.181533,127.542394
남일면,-1,36.028567,127.508206
남이면,-1,36.049566,127.430495
진산면,44.27,36.140788,127.375146
복수면,46.3,36.200835,127.397154
추부면,41.15,36.204572,127.491616
부여읍,41.53,36.286247,126.947781
규암면,45.14,36.285285,126.875751
은산면,55.06,36.32815,126.817198
외산면,49.3,36.321961,126.721205
내산면,58.85,36.27987,126.762663
구룡면,55.22,36.25304,126.81694
홍산면,52.06,36.229893,126.761315
옥산면,-1,36.1992,126.729776
남면,-1,36.212872,126.806824
충화면,49.53,36.173355,126.826154
양화면,49.31,36.117744,126.855418
임천면,47.22,36.173247,126.890503
장암면,54.58,36.225879,126.901228
세도면,48.62,36.180826,126.957575
석성면,50.08,36.236735,126.995136
초촌면,52.51,36.270491,127.024007
장항읍,37.32,36.020084,126.687328
서천읍,39.89,36.085452,126.70153
마서면,46.07,36.048963,126.691742
화양면,45.08,36.051364,126.786371
기산면,43.82,36.078903,126.759702
한산면,47.2,36.087314,126.826146
마산면,51.16,36.136714,126.79028
시초면,51.97,36.117672,126.753384
문산면,55.18,36.151193,126.738396
판교면,52.01,36.154423,126.680147
종천면,52.37,36.110696,126.660676
비인면,52.94,36.141842,126.613192
서면,-1,36.158376,126.554235
청양읍,38.46,36.448819,126.79017
운곡면,50.19,36.527482,126.853966
대치면,51.86,36.447188,126.859677
